formation,"parmi les enseignements fournis par l'ecole, quels sont ceux qui meriteraient d'etre approfondis ou renforces ?"
Materiaux (MAT),Excel gestion de projet
Mecanique et Interactions (MI),methodes numeriques
Materiaux (MAT),Management  Droit (pas assez vu dans notre formation) Insertion pro Plus de communication/RH ainsi auraient ete necessaires 
Systemes Embarques (SE - apprentissage),IoT et objets connectes
Microelectronique Et Automatique (MEA),Robotique Automatique 
Microelectronique Et Automatique (MEA),Mathematiques Linux.
Microelectronique Et Automatique (MEA),Telecommunications ( radiofrequence) augmenter le nombre de travaux pratiques dans cette matiere 
Genie Biologique et Agroalimentaires (GBA),R&D 
Microelectronique Et Automatique (MEA), 
Genie Biologique et Agroalimentaires (GBA),Analyse sensorielle  Gestion de projet
Materiaux (MAT),Developpement durable et energie 
Eau et Genie Civil (EGC - apprentissage),Hydraulique fluviale faire un projet/etude de cas dans ce domaine 
Materiaux (MAT),Les TP 
Materiaux (MAT),Les cours techniques sont plus necessaires en entreprise que les cours transversaux (economie management informatique...)
Microelectronique Et Automatique (MEA),Informatique 
Eau et Genie Civil (EGC - apprentissage),Les formations sur les logiciels MS Project Autocad Qgis Epanet
Sciences et Technologies de l'Eau (STE),Management de projets 
Eau et Genie Civil (EGC - apprentissage),Cours construction gestion chantier et utilisation des logiciels associes tels qu'autocad et revit
Sciences et Technologies de l'Eau (STE),Utilisation des logiciels 
Sciences et Technologies de l'Eau (STE),Utilisation des outils de modelisation hydrauliques
Informatique et Gestion (IG),Devops cours sur les applications web en general git python microservices
Sciences et Technologies de l'Eau (STE),SIG GESTION DE PROJET GENIE CIVIL
Informatique et Gestion (IG),gestion de projet au sein d'une equipe IT (principalement les methodes agiles)
Materiaux (MAT),Codage (par exemple Matlab ou Python) applique a des problematiques tels que le traitement de donnees (calculs interpolation extrapolation lissage) ou le traitement d'images. Simulation par elements finis.
Systemes Embarques (SE - apprentissage),Electronique generale (plus d'etudes de montages pratiques)
Sciences et Technologies de l'Eau (STE),Langue secondaire et SIG
Sciences et Technologies de l'Eau (STE),Qgis modelisation hydraulique et hydrologique
Microelectronique Et Automatique (MEA),Programmation orientee objet (creation d'ihm).
Materiaux (MAT),Plus de cours techniques en anglais 
Sciences et Technologies de l'Eau (STE),Economie
Microelectronique Et Automatique (MEA),Les cours de management/gestion d'equipe.
Microelectronique Et Automatique (MEA),Architecture des microcontrolleurs (aborder les differentes archi comme riscv ou arm)
Mecanique Structures Industrielles (MSI - apprentissage),Management  DDRS 
Informatique et Gestion (IG),WEB
Mecanique et Interactions (MI),Conception mecanique MEF/ Calcul
Informatique et Gestion (IG),Securite informatique Devops
Informatique et Gestion (IG),Des interventions de professionnel pour parler de ce qui se fait dans l'entreprise
Microelectronique Et Automatique (MEA),tous ce qui touche de pres ou de loin aux enjeux environnementaux
Mecanique Structures Industrielles (MSI - apprentissage),Calcul ASP 
Mecanique et Interactions (MI),Les cours lies aux 'soft skills' (management de projet ...) ne semblent pas concret et n'apporte selon moi pas de reels competences utilisables.
Materiaux (MAT),Je vois principalement le Beton mais c'est tres personnel vu que je travaille dans ce domaine.  Je vois aussi MASC mais qui aurait du entre mieux reparti sur les 3 ans car en premiere annee on n'est pas forcement apte a tout comprendre.
Materiaux (MAT),Informatique developpement durable et energies 
Microelectronique Et Automatique (MEA),Informatiques et gestion de projet
Materiaux (MAT),Faire la majorite des cours en anglais  Ajouter des cours techniques plus concret 
Mecanique Structures Industrielles (MSI - apprentissage),Tous 
Microelectronique Et Automatique (MEA),Informatique (mise en place d'un environnement normes de codage gestion de la memoire) Outils de travail (git jira) 
Sciences et Technologies de l'Eau (STE),Specialisation en genie ecologique  Reponse a des appels a projets  
Systemes Embarques (SE - apprentissage),La prise en main des appareilles de mesures et des appareilles utilises pour les manipulations (transformateur alimentation courants te tensions sectionneurs ....)
Sciences et Technologies de l'Eau (STE),Maitrise d'&oeliguvre gestion de reseau DROIT (dont marche public une composante tres importantes des metiers STE)
Materiaux (MAT),Enjeux DDRS
Sciences et Technologies de l'Eau (STE),Les etudes de cas pratiques 
Sciences et Technologies de l'Eau (STE),nous n'avons pas assez aborde les aspects de la distribution en eau potable : les types de contrats (CSP DSP regie) les acteurs (intercommunalites) tout ceci est survole trop rapidement en 5A. Les equipements necessaires avec le vocabulaire  
Materiaux (MAT),- Anglais - Management
Genie Biologique et Agroalimentaires (GBA),La biotechnologie 
Microelectronique Et Automatique (MEA),RSE et DDRS + d'informatique industrielle
Materiaux (MAT),Calcul ou simulation  CAO  les enseignements de mecanique rdm ou structures
Mecanique Structures Industrielles (MSI - apprentissage),Les cours d'informatique (Excel Project) et l'anglais 
Genie Biologique et Agroalimentaires (GBA),Gestion de projet
Eau et Genie Civil (EGC - apprentissage),Ras
Eau et Genie Civil (EGC - apprentissage),Conception des ouvrages en beton arme d'un point de vue personnel
Materiaux (MAT),Management de Projet Projet R&D en MAT4 Projet de Fin d'Etudes 
Microelectronique Et Automatique (MEA),Cours de langage VHDL
Informatique et Gestion (IG),Gestion de projet/equipe devop
Microelectronique Et Automatique (MEA),Anglais 
Materiaux (MAT),Anglais - a l'oral Mathematiques - fondamentaux (trigo derivation / integration...)
Mecanique et Interactions (MI),Selon moi la matiere resistance des materiaux (RDM) meriterait une etude approfondie. Cette matiere me semble essentielle a la resolution de problemes mecaniques dans le milieu industriel et je pense que le cours apporte pourrait etre ameliore avec pourquoi pas des cours meles de TD : toute la theorie d'un seul trait n'est pas la bonne facon pour les eleves de comprendre la logique de la matiere alors qu'une application de chaque point juste apres theorie peut permettre une meilleure comprehension. (Trop d'eleves decrochent des le premier cours theorique et attendent les TD pour comprendre) Egalement plus de cas d'application concrets seraient tres utiles (type dimensionnement de structures)
Genie Biologique et Agroalimentaires (GBA),Le management
Sciences et Technologies de l'Eau (STE),Gestion/ Management de projet Informatique Communication Insertion professionnel Droit des contrats Cours relatifs aux DSP reponse a appels d'offres
Materiaux (MAT),Materiaux pour la sante
Informatique et Gestion (IG),Developpement web
Sciences et Technologies de l'Eau (STE),outils informatiques : SIG  Droit de l'environnement : etudes d'impact
Materiaux (MAT),managment
Genie Biologique et Agroalimentaires (GBA),Gestion de projet
Genie Biologique et Agroalimentaires (GBA),Les travaux en equipe 
Materiaux (MAT),Gestion et management de projet Informatique (programmation)  Economie (culture de l'entreprise)  
Sciences et Technologies de l'Eau (STE),assainissement collectif (STEP) genie des procedes -> pas forcement besoin d'etre plus approfondi mais necessite une autre methode d'enseignement
Sciences et Technologies de l'Eau (STE),Hydraulique et hydrologie avec des cas concrets d'application
Microelectronique Et Automatique (MEA),Conception de circuits imprimes ( juste un TP de 3H sur l'ensemble de la formation alors que cela aurait put m'etre utile de savoir designer correctement une carte electronique).
Microelectronique Et Automatique (MEA),La conduite et la gestion de projet : plus particulierement les differentes methodes de gestion de projet (cycle en V agile etc).
Sciences et Technologies de l'Eau (STE),Reglementation = dossier loi sur l'eau Visite de terrain = observation de techniques alternatives et ouverture de tampons (deversoir d'orage notamment)
Mecanique Structures Industrielles (MSI - apprentissage),Les enseignements de specialites
Materiaux (MAT),Economie Social.
Microelectronique Et Automatique (MEA),...
Sciences et Technologies de l'Eau (STE),Approfondir les enseignements lies au genie ecologique et plus generalement donner plus de place a la formation dispensee en ecologie aquatique sensee etre un des 3 piliers de la formation STE mais qui m'a semble etre parfois delaisse au profit des 2 autres piliers que sont l'hydraulique et l'assainissement (par exemple par un desequilibre au niveau du nombre de Projets Industriels de Fin d'Etudes mais aussi par un desequilibre global sur l'ensemble de la formation).
Mecanique et Interactions (MI),Passage d'une situation reelle a une modelisation simplifiee permettant de calculer a la main / rapidement via excel les efforts et contraintes presentes dans une structure
Microelectronique Et Automatique (MEA),Decouverte des metiers (reel) et etre plus realiste dans la maniere dont sont traites les etudiants en sortie d'ecole 
Microelectronique Et Automatique (MEA),Etant donne ma situation  :  les cours de VHDL mais c'est tres (tres) subjectif.
Sciences et Technologies de l'Eau (STE),Plus de terrains lors de la formation STE. Beaucoup de theorie et manque de pratique
Sciences et Technologies de l'Eau (STE),SIG et modelisation hydraulique  Meme si nous voyons quelques logiciels dans le domaine de l'hydraulique l'utilisation des modelisations 1D/2D n'est pas assez poussee tout comme la l'utilisation des differents logiciels de traitement SIG ou l'on apprend vraiment tout sur le tas en entreprise 
Microelectronique Et Automatique (MEA),Droits et devoirs du salarie et de l'entreprise chomage impots
Sciences et Technologies de l'Eau (STE),Chimie de l'eau traitement de l'eau.
Genie Biologique et Agroalimentaires (GBA),Il serait interessant de mettre les cours d'excel et WORD en debut de 3eme annee. 
Materiaux (MAT),Materiaux de construction 
Microelectronique Et Automatique (MEA),Robotique Automatique C++
Sciences et Technologies de l'Eau (STE),Modelisation hydraulique et SIG
Microelectronique Et Automatique (MEA),Cours de microelectronique numerique et analogique 
Genie Biologique et Agroalimentaires (GBA),La gestion de projet
Informatique et Gestion (IG),L'apprentissage des tests dans le developpement web
Sciences et Technologies de l'Eau (STE),Les SIG.
Mecanique et Interactions (MI),La resistance des materiaux
Genie Biologique et Agroalimentaires (GBA),Biologie et chimie pharmaceutique en 3eme et 4eme annee car quasi inexistants ! Reglementation europeenne a ce sujet en 5eme annee. Il y a beaucoup de cours qui ne servent a personne
Sciences et Technologies de l'Eau (STE),SIG
Genie Biologique et Agroalimentaires (GBA),Gestion de projete et management d'equipes
Informatique et Gestion (IG),ras
Informatique et Gestion (IG),Economie Communication Architecture Logicielle
Mecanique et Interactions (MI),Je pense que mes professeurs ont fait du mieux avec les horaires dont ils disposaient. Je n'ai pas de solution pour faire autrement.
Sciences et Technologies de l'Eau (STE),Genie Civil 
Informatique et Gestion (IG),Les sujets infrastructure IT : systeme et reseau
Sciences et Technologies de l'Eau (STE),/
Sciences et Technologies de l'Eau (STE),Genie civil
Genie Biologique et Agroalimentaires (GBA),Aspect technique
Genie Biologique et Agroalimentaires (GBA),Management 
Mecanique et Interactions (MI),Calcul numerique
Microelectronique Et Automatique (MEA),Python Java Creation d'application 
Mecanique et Interactions (MI),Stage a l'etranger 
Genie Biologique et Agroalimentaires (GBA),L'anglais 
